ATF	1.0
32	41    
"Type=GenePix Export 3"
"DateTime=2023/05/30 14:50:00"
"Settings=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\Settings slide #1 F532.gps"
"GalFile=R:\Para-ClinicalTrial\Emma Houlder\Lab files\D&A\ReCHISVac (R)\Arrays (A)\R_A_003 full array\2023.05.30\GAL file Schistosoma glycan_protein array May 2023.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=R:\Para-Schisto-Glyco\Glycan microarrays\Glycan arrays, Emma Houlder\Arrays\Raw data\2023.05.30\Slide #1\US23502317_1003449801_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2860, 1690"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier=BioRobotics"
"ArrayerSoftwareName=TAS Application Suite (MicroGrid II)"
"ArrayerSoftwareVersion=2.4.0.3"
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"	"F532 Median - B532"	"F532 Mean - B532"	"F532 Total Intensity"	"SNR 532"	"F532 CV"	"B532 CV"	"Index"
1	8	6	"protein 77"	"201"	4770	3110	80	2414	2449	602	1503	1510	1503	90	92	87	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	911	946	Error	911	946	127330	10.433	24	5	68
1	9	6	"protein 77"	"201"	5020	3110	80	2128	2145	487	1531	1530	1531	86	87	77	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	597	614	Error	597	614	111556	7.151	22	5	69
1	10	6	"protein 112"	"205"	5260	3110	100	770	836	204	1553	1553	1553	81	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-783	-717	Error	-783	-717	66844	-8.852	24	5	70
1	11	6	"protein 112"	"205"	5510	3110	100	809	886	235	1532	1525	1532	83	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-723	-646	Error	-723	-646	70919	-7.699	26	5	71
1	12	6	"protein 112"	"205"	5750	3110	100	786	871	235	1558	1560	1558	82	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-772	-687	Error	-772	-687	69660	-8.402	26	5	72
1	1	7	"protein 71"	"177"	3060	3350	100	871	826	315	1197	1032	1197	649	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-100	0	0	-326	-371	Error	-326	-371	66064	-0.317	38	62	73
1	2	7	"protein 71"	"177"	3300	3350	100	648	678	158	1166	1189	1166	147	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-518	-488	Error	-518	-488	54218	-3.476	23	12	74
1	3	7	"protein 71"	"177"	3550	3350	100	618	671	174	1145	1147	1145	141	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-527	-474	Error	-527	-474	53651	-3.376	25	12	75
1	4	7	"protein 9"	"181"	3790	3350	100	515	576	240	1191	1193	1191	157	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-676	-615	Error	-676	-615	46083	-3.930	41	13	76
1	5	7	"protein 9"	"181"	4040	3350	100	527	622	296	1281	1279	1281	128	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-754	-659	Error	-754	-659	49761	-5.133	47	10	77
1	6	7	"protein 9"	"181"	4280	3350	100	543	592	238	1281	1277	1281	128	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-738	-689	Error	-738	-689	47375	-5.352	40	10	78
1	7	7	"protein 33"	"185"	4530	3350	100	607	680	251	1274	1249	1274	171	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-667	-594	Error	-667	-594	54395	-3.327	36	13	79
1	8	7	"protein 33"	"185"	4770	3350	100	616	713	291	1287	1274	1287	177	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-671	-574	Error	-671	-574	57063	-3.169	40	13	80
1	9	7	"protein 33"	"185"	5020	3350	100	647	767	288	1382	1347	1382	176	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-735	-615	Error	-735	-615	61368	-3.295	37	13	81
1	10	7	"protein 56"	"189"	5250	3360	50	1634	1787	808	1382	1359	1382	145	58	42	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12	104	100	0	0	0	252	405	Error	252	405	21444	2.952	45	10	82
1	11	7	"protein 56"	"189"	5510	3360	60	1240	1422	601	1485	1476	1485	105	19	19	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	-245	-63	Error	-245	-63	45494	-0.514	42	7	83
1	12	7	"protein 56"	"189"	5750	3350	100	1278	1374	684	1561	1563	1561	84	8	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-100	0	0	-283	-187	Error	-283	-187	109888	-2.250	49	5	84
1	1	8	"CA 100 mg/ml"	"161"	3060	3600	100	12224	19615	21720	1020	901	1020	677	59	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	-100	0	0	11204	18595	Error	11204	18595	1569229	27.643	110	75	85
1	2	8	"CA 100 mg/ml"	"161"	3300	3600	100	26892	32844	23485	1038	1050	1038	118	93	93	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	25854	31806	Error	25854	31806	2627512	269.441	71	11	86
1	3	8	"CA 100 mg/ml"	"161"	3550	3600	100	28254	33007	23132	1008	1015	1008	137	93	93	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	27246	31999	Error	27246	31999	2640592	233.518	70	13	87
1	4	8	"SEA mock 100 mg/ml"	"165"	3790	3600	110	55448	48921	18038	1004	1060	1004	285	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	54444	47917	Error	54444	47917	3913710	167.933	36	26	88
1	5	8	"SEA mock 100 mg/ml"	"165"	4040	3600	110	54532	50550	17881	1046	1056	1046	110	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	53486	49504	Error	53486	49504	4043989	449.945	35	10	89
1	6	8	"SEA mock 100 mg/ml"	"165"	4280	3600	110	56840	51362	16560	1018	1028	1018	106	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	55822	50344	Error	55822	50344	4108950	474.849	32	10	90
1	7	8	"CCA 100 mg/ml"	"169"	4540	3610	80	2688	2421	987	853	844	853	102	90	90	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	1835	1568	Error	1835	1568	125890	15.461	40	12	91
1	8	8	"CCA 100 mg/ml"	"169"	4780	3610	80	2790	2478	956	835	829	835	101	92	92	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	1955	1643	Error	1955	1643	128870	16.327	38	12	92
1	9	8	"CCA 100 mg/ml"	"169"	5030	3610	80	2843	2434	932	885	883	885	109	92	87	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	1958	1549	Error	1958	1549	126584	14.229	38	12	93
1	10	8	"protein 20"	"173"	5260	3600	100	661	689	154	1073	1107	1073	211	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-412	-384	Error	-412	-384	55117	-1.981	22	19	94
1	11	8	"protein 20"	"173"	5510	3600	100	714	778	192	1253	1215	1253	211	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-539	-475	Error	-539	-475	62243	-2.071	24	17	95
1	12	8	"protein 20"	"173"	5750	3600	100	870	937	227	1354	1323	1354	202	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-484	-417	Error	-484	-417	74960	-1.911	24	15	96
1	1	9	"blank-16"	"145"	3070	3840	100	696	713	182	761	713	761	535	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-65	-48	Error	-65	-48	57043	0.000	25	75	97
1	2	9	"blank-16"	"145"	3300	3840	100	575	622	233	876	882	876	128	6	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-301	-254	Error	-301	-254	49774	-2.031	37	14	98
1	3	9	"blank-16"	"145"	3550	3840	100	574	603	196	910	915	910	149	1	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-336	-307	Error	-336	-307	48239	-2.094	32	16	99
1	4	9	"LDN-F-BSA 100 mg/ml"	"149"	3790	3840	110	2351	2597	756	1063	1119	1063	249	100	98	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	1288	1534	Error	1288	1534	207778	5.936	29	22	100
1	5	9	"LDN-F-BSA 100 mg/ml"	"149"	4040	3840	110	2737	2899	658	1107	1123	1107	125	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	1630	1792	Error	1630	1792	231950	14.208	22	11	101
1	6	9	"LDN-F-BSA 100 mg/ml"	"149"	4280	3840	110	2570	2791	777	1024	1027	1024	156	99	99	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	656	100	0	0	0	1546	1767	Error	1546	1767	223285	11.308	27	15	102
1	7	9	"CAA dimer 10 uM"	"153"	4550	3850	80	3762	5730	5378	750	732	750	133	71	71	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	3012	4980	Error	3012	4980	297984	37.579	93	18	103
1	8	9	"CAA dimer 10 uM"	"153"	4770	3850	80	2556	5095	5016	716	699	716	122	69	65	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	1840	4379	Error	1840	4379	264914	36.033	98	17	104
1	9	9	"CAA dimer 10 uM"	"153"	5020	3830	70	8460	8360	4160	736	668	736	191	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	7724	7624	Error	7724	7624	267535	40.272	49	28	105
1	10	9	"CAA decamer 10 uM"	"157"	5260	3850	60	6861	6912	4486	722	651	722	211	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	6139	6190	Error	6139	6190	221199	29.673	64	32	106
1	11	9	"CAA decamer 10 uM"	"157"	5530	3840	60	5623	5131	3533	796	715	796	239	81	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	4827	4335	Error	4827	4335	164198	18.477	68	33	107
1	12	9	"CAA decamer 10 uM"	"157"	5750	3850	60	5107	6149	4588	860	782	860	211	88	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	4247	5289	Error	4247	5289	196779	25.436	74	26	108
1	1	10	"Eggs rEGC Lipid NP18-RP04 10 uM"	"129"	3060	4090	70	13267	17820	15289	523	553	523	174	100	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	12744	17297	Error	12744	17297	570232	99.236	85	31	109
1	2	10	"Eggs rEGC Lipid NP18-RP04 10 uM"	"129"	3280	4100	60	15222	16123	13576	614	565	614	182	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	14608	15509	Error	14608	15509	515926	85.484	84	32	110
1	3	10	"Eggs rEGC Lipid NP18-RP04 10 uM"	"129"	3570	4110	70	14994	16466	11171	694	639	694	162	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	14300	15772	Error	14300	15772	526921	97.698	67	25	111
1	4	10	"Eggs rEGC Lipid NP20-RP03/1 10 uM"	"133"	3800	4090	80	11432	13702	11654	838	856	838	208	92	90	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	10594	12864	Error	10594	12864	712478	61.760	85	24	112
1	5	10	"Eggs rEGC Lipid NP20-RP03/1 10 uM"	"133"	4040	4090	90	14909	14120	11741	940	960	940	192	85	85	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	13969	13180	Error	13969	13180	734243	68.542	83	20	113
1	6	10	"Eggs rEGC Lipid NP20-RP03/1 10 uM"	"133"	4280	4080	80	10583	12214	10255	917	889	917	180	85	85	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	9666	11297	Error	9666	11297	635153	62.917	83	20	114
1	7	10	"blank-12"	"137"	4540	4090	90	479	576	397	821	807	821	130	8	8	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	-342	-245	Error	-342	-245	29958	-1.777	68	16	115
1	8	10	"blank-12"	"137"	4770	4090	100	385	433	169	823	825	823	100	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-438	-390	Error	-438	-390	34648	-3.920	39	12	116
1	9	10	"blank-12"	"137"	5020	4090	100	321	388	158	800	805	800	77	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-479	-412	Error	-479	-412	31051	-5.416	40	9	117
1	10	10	"blank-14"	"141"	5260	4090	100	336	385	135	836	838	836	74	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-500	-451	Error	-500	-451	30770	-6.122	35	8	118
1	11	10	"blank-14"	"141"	5510	4090	100	333	368	118	873	879	873	73	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-540	-505	Error	-540	-505	29450	-7.000	32	8	119
1	12	10	"blank-14"	"141"	5750	4090	100	366	410	120	957	961	957	69	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-591	-547	Error	-591	-547	32804	-7.986	29	7	120
1	1	11	"Eggs O-glycan NP14-RP04 1 uM"	"113"	3060	4330	70	786	795	187	768	911	768	448	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	18	27	Error	18	27	25452	-0.259	23	49	121
1	2	11	"Eggs O-glycan NP14-RP04 1 uM"	"113"	3300	4330	100	358	474	236	780	778	780	81	8	5	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-422	-306	Error	-422	-306	37890	-3.753	49	10	122
1	3	11	"Eggs O-glycan NP14-RP04 1 uM"	"113"	3550	4330	90	501	547	281	745	730	745	98	12	10	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	-244	-198	Error	-244	-198	28423	-1.867	51	13	123
1	4	11	"Cercariae rEGC Lipid NP14-RP03 1 uM"	"117"	3790	4330	80	18344	22790	19087	733	715	733	113	94	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	17611	22057	Error	17611	22057	1185055	195.354	83	15	124
1	5	11	"Cercariae rEGC Lipid NP14-RP03 1 uM"	"117"	4040	4330	80	20961	23312	19652	764	742	764	142	87	85	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	20197	22548	Error	20197	22548	1212212	158.944	84	19	125
1	6	11	"Cercariae rEGC Lipid NP14-RP03 1 uM"	"117"	4280	4330	80	16470	21216	17934	737	714	737	125	87	85	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	15733	20479	Error	15733	20479	1103251	164.016	84	17	126
1	7	11	"Cercariae rEGC Lipid NP26-RP01 3 uM"	"121"	4530	4340	70	64918	47271	25004	669	616	669	161	97	94	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	64249	46602	Error	64249	46602	1512671	289.783	52	26	127
1	8	11	"Cercariae rEGC Lipid NP26-RP01 3 uM"	"121"	4790	4350	70	59092	50997	15810	680	622	680	161	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	58412	50317	Error	58412	50317	1631901	312.888	31	25	128
1	9	11	"Cercariae rEGC Lipid NP26-RP01 3 uM"	"121"	5030	4360	70	54028	48703	16905	714	654	714	168	100	100	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	53314	47989	Error	53314	47989	1558483	286.006	34	25	129
1	10	11	"Eggs rEGC Lipid NP13-RP02 1 uM"	"125"	5280	4330	70	3408	4375	3232	717	649	717	201	84	84	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2691	3658	Error	2691	3658	139998	18.537	73	30	130
1	11	11	"Eggs rEGC Lipid NP13-RP02 1 uM"	"125"	5530	4350	70	4304	4342	2972	738	675	738	186	84	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3566	3604	Error	3566	3604	138953	19.715	68	27	131
1	12	11	"Eggs rEGC Lipid NP13-RP02 1 uM"	"125"	5750	4360	70	4407	4256	2887	774	716	774	177	88	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	3633	3482	Error	3633	3482	136184	20.000	67	24	132
1	1	12	"Eggs O-glycan NP09-RP5 10 uM"	"97"	3080	4590	80	580	646	209	746	669	746	251	4	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	-166	-100	Error	-166	-100	33604	-0.092	32	37	133
1	2	12	"Eggs O-glycan NP09-RP5 10 uM"	"97"	3300	4600	80	481	489	211	753	737	753	115	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	-272	-264	Error	-272	-264	25422	-2.157	43	15	134
1	3	12	"Eggs O-glycan NP09-RP5 10 uM"	"97"	3540	4600	70	621	579	164	637	578	637	151	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	-16	-58	Error	-16	-58	18514	0.007	28	26	135
1	4	12	"Eggs O-glycan NP11-RP03 1 uM"	"101"	3800	4590	70	943	1331	831	594	539	594	158	69	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	349	737	Error	349	737	42599	5.013	62	29	136
1	5	12	"Eggs O-glycan NP11-RP03 1 uM"	"101"	4050	4580	70	954	1254	865	641	582	641	175	59	44	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	313	613	Error	313	613	40125	3.840	68	30	137
1	6	12	"Eggs O-glycan NP11-RP03 1 uM"	"101"	4280	4600	70	1027	1302	810	648	575	648	169	59	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	379	654	Error	379	654	41667	4.302	62	29	138
1	7	12	"Eggs O-glycan NP11-RP08 3 uM"	"105"	4540	4590	80	665	787	537	674	658	674	107	37	33	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	-9	113	Error	-9	113	40911	1.206	68	16	139
1	8	12	"Eggs O-glycan NP11-RP08 3 uM"	"105"	4770	4590	70	921	1135	575	654	596	654	161	59	47	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	267	481	Error	267	481	36332	3.348	50	27	140
1	9	12	"Eggs O-glycan NP11-RP08 3 uM"	"105"	5020	4610	70	1085	1084	422	712	626	712	199	56	47	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	373	372	Error	373	372	34680	2.302	38	31	141
1	10	12	"Eggs O-glycan NP12-RP10 3 uM"	"109"	5280	4590	70	3446	3331	2201	668	601	668	165	91	84	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2778	2663	Error	2778	2663	106599	16.545	66	27	142
1	11	12	"Eggs O-glycan NP12-RP10 3 uM"	"109"	5530	4590	60	2760	2977	1863	700	619	700	186	91	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	2060	2277	Error	2060	2277	95256	12.677	62	30	143
1	12	12	"Eggs O-glycan NP12-RP10 3 uM"	"109"	5750	4590	60	1991	2461	1695	727	683	727	171	78	75	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	1264	1734	Error	1264	1734	78767	10.398	68	25	144
1	1	13	"Cercariae O-glycan NP13-RP05 1 uM"	"81"	3070	4830	70	1699	1892	1079	637	602	637	186	88	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1062	1255	Error	1062	1255	60528	6.935	57	30	145
1	2	13	"Cercariae O-glycan NP13-RP05 1 uM"	"81"	3300	4840	70	1303	1576	1227	690	638	690	180	66	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	613	886	Error	613	886	50432	5.211	77	28	146
1	3	13	"Cercariae O-glycan NP13-RP05 1 uM"	"81"	3550	4840	70	1580	1558	911	687	646	687	375	56	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	893	871	Error	893	871	49858	2.432	58	58	147
1	4	13	"blank-5"	"85"	3790	4820	100	340	394	149	660	658	660	65	3	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-320	-266	Error	-320	-266	31552	-4.062	37	9	148
1	5	13	"blank-5"	"85"	4040	4820	100	319	363	123	681	677	681	83	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-362	-318	Error	-362	-318	29034	-3.783	33	12	149
1	6	13	"blank-5"	"85"	4280	4820	100	336	406	152	693	686	693	73	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-357	-287	Error	-357	-287	32498	-3.836	37	10	150
1	7	13	"Cercariae O-glycan NP16-RP08 1 uM"	"89"	4530	4840	90	15348	21610	17871	666	656	666	88	85	85	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	14682	20944	Error	14682	20944	1123694	238.114	82	13	151
1	8	13	"Cercariae O-glycan NP16-RP08 1 uM"	"89"	4770	4810	90	27177	27609	17685	710	690	710	117	88	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	26467	26899	Error	26467	26899	1435675	230.077	64	16	152
1	9	13	"Cercariae O-glycan NP16-RP08 1 uM"	"89"	5010	4820	90	27079	25263	17449	745	725	745	109	88	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	420	100	0	0	0	26334	24518	Error	26334	24518	1313653	225.119	69	15	153
1	10	13	"Cercariae O-glycan NP20-RP11 1 uM"	"93"	5270	4840	70	1442	2825	3155	670	606	670	165	72	63	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	772	2155	Error	772	2155	90402	13.448	111	27	154
1	11	13	"Cercariae O-glycan NP20-RP11 1 uM"	"93"	5500	4840	70	1190	1208	748	694	636	694	157	63	53	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	496	514	Error	496	514	38643	3.643	61	24	155
1	12	13	"Cercariae O-glycan NP20-RP11 1 uM"	"93"	5760	4840	70	1582	2734	3023	751	695	751	167	69	69	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	831	1983	Error	831	1983	87475	12.210	110	24	156
1	1	14	"Eggs PNG-A N NP26-RP03 1 uM"	"65"	3070	5090	70	1224	1987	1769	705	670	705	253	59	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	519	1282	Error	519	1282	63582	5.206	89	37	157
1	2	14	"Eggs PNG-A N NP26-RP03 1 uM"	"65"	3310	5090	70	1161	1514	857	742	702	742	188	66	56	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	419	772	Error	419	772	48457	4.319	56	26	158
1	3	14	"Eggs PNG-A N NP26-RP03 1 uM"	"65"	3550	5090	80	865	1176	908	751	739	751	93	52	48	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	52	340	100	0	0	0	114	425	Error	114	425	61160	4.699	77	12	159
1	4	14	"Eggs PNG-A N NP28-RP03 1 uM"	"69"	3800	5080	70	1743	2001	1007	646	601	646	140	97	88	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1097	1355	Error	1097	1355	64025	10.000	50	23	160
1	5	14	"Eggs PNG-A N NP28-RP03 1 uM"	"69"	4040	5090	70	1824	1654	994	654	605	654	158	66	66	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1170	1000	Error	1170	1000	52932	6.639	60	26	161
1	6	14	"Eggs PNG-A N NP28-RP03 1 uM"	"69"	4290	5090	70	2040	2361	1345	685	634	685	153	84	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1355	1676	Error	1355	1676	75554	11.288	56	24	162
1	7	14	"Cercariae O-glycan NP10-RP07 1 uM"	"73"	4540	5080	100	298	401	188	705	701	705	63	3	3	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-407	-304	Error	-407	-304	32075	-4.762	46	8	163
1	8	14	"Cercariae O-glycan NP10-RP07 1 uM"	"73"	4780	5090	100	320	389	148	725	721	725	71	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-405	-336	Error	-405	-336	31094	-4.676	38	9	164
1	9	14	"Cercariae O-glycan NP10-RP07 1 uM"	"73"	5020	5090	100	302	380	160	757	756	757	74	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	80	560	100	0	0	0	-455	-377	Error	-455	-377	30435	-5.081	42	9	165
1	10	14	"Cercariae O-glycan NP11-RP06 1 uM"	"77"	5270	5080	70	3084	3825	3027	711	641	711	179	81	81	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2373	3114	Error	2373	3114	122391	17.788	79	27	166
1	11	14	"Cercariae O-glycan NP11-RP06 1 uM"	"77"	5520	5080	70	3027	3623	2917	733	655	733	186	81	78	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	2294	2890	Error	2294	2890	115925	15.957	80	28	167
1	12	14	"Cercariae O-glycan NP11-RP06 1 uM"	"77"	5750	5080	70	2176	3344	3005	761	727	761	195	78	72	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	236	100	0	0	0	1415	2583	Error	1415	2583	107000	13.421	89	26	168
1	1	15	"Eggs PNG-F N NP11-RP06 10 uM"	"49"	3060	5320	60	5443	5381	2492	626	579	626	221	100	97	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	32	176	100	0	0	0	4817	4755	Error	4817	4755	172182	21.729	46	38	169
